CustomerID,Country,Fav_weekday,Fav_month
14242.0,United Kingdom,Tuesday,April
12356.0,Portugal,Thursday,August
13898.0,United Kingdom,Tuesday,January
16948.0,United Kingdom,Sunday,January
12527.0,Germany,Friday,February
15395.0,United Kingdom,Tuesday,January
12510.0,Spain,Tuesday,January
14428.0,United Kingdom,Friday,April
12665.0,Germany,Wednesday,January
12422.0,Australia,Friday,January
17708.0,United Kingdom,Friday,January
15606.0,United Kingdom,Friday,December
13310.0,United Kingdom,Friday,January
14916.0,United Kingdom,Friday,January
14572.0,United Kingdom,Friday,August
13502.0,United Kingdom,Monday,January
14784.0,United Kingdom,Sunday,January
15938.0,United Kingdom,Friday,August
17418.0,United Kingdom,Friday,January
14779.0,United Kingdom,Friday,April
16321.0,Australia,Saturday,January
15262.0,United Kingdom,Thursday,January
17862.0,United Kingdom,Thursday,January
12402.0,Belgium,Thursday,January
17771.0,United Kingdom,Friday,January
15422.0,United Kingdom,Thursday,January
13008.0,United Kingdom,Thursday,January
14770.0,United Kingdom,Thursday,April
15174.0,United Kingdom,Friday,January
12594.0,Italy,Friday,April
17504.0,United Kingdom,Friday,February
16387.0,United Kingdom,Friday,January
12664.0,Finland,Friday,December
16618.0,United Kingdom,Friday,August
17277.0,United Kingdom,Friday,April
17094.0,United Kingdom,Friday,January
14692.0,United Kingdom,Friday,April
12970.0,United Kingdom,Friday,February
17889.0,United Kingdom,Friday,January
17714.0,United Kingdom,Sunday,January
12916.0,United Kingdom,Sunday,January
17769.0,United Kingdom,Friday,January
14450.0,United Kingdom,Sunday,December
16085.0,United Kingdom,Saturday,April
15167.0,United Kingdom,Sunday,January
14224.0,United Kingdom,Friday,August
13742.0,United Kingdom,Friday,April
17673.0,United Kingdom,Friday,April
12727.0,France,Friday,February
14068.0,United Kingdom,Sunday,January
14744.0,United Kingdom,Monday,February
14368.0,United Kingdom,Monday,January
15497.0,United Kingdom,Monday,January
12559.0,Germany,Monday,January
13819.0,United Kingdom,Monday,January
14501.0,United Kingdom,Monday,January
14782.0,United Kingdom,Monday,January
17861.0,United Kingdom,Monday,January
18161.0,United Kingdom,Friday,January
15820.0,United Kingdom,Monday,January
18136.0,United Kingdom,Monday,December
16660.0,United Kingdom,Monday,January
12693.0,Germany,Friday,April
13396.0,United Kingdom,Monday,January
15179.0,United Kingdom,Monday,April
12935.0,United Kingdom,Friday,August
16730.0,United Kingdom,Monday,April
14541.0,United Kingdom,Friday,December
18288.0,Hong Kong,Friday,August
13551.0,United Kingdom,Monday,January
15052.0,United Kingdom,Monday,January
14130.0,United Kingdom,Monday,January
13615.0,United Kingdom,Tuesday,January
13158.0,United Kingdom,Thursday,December
14409.0,United Kingdom,Thursday,January
15218.0,United Kingdom,Monday,August
15110.0,United Kingdom,Sunday,January
15967.0,United Kingdom,Tuesday,January
16757.0,United Kingdom,Tuesday,January
18008.0,United Kingdom,Friday,January
16222.0,United Kingdom,Tuesday,January
14341.0,United Kingdom,Friday,August
13168.0,United Kingdom,Friday,February
16943.0,United Kingdom,Monday,December
17515.0,United Kingdom,Thursday,August
17082.0,United Kingdom,Saturday,January
14248.0,United Kingdom,Tuesday,January
12609.0,Germany,Monday,January
13002.0,United Kingdom,Tuesday,January
13049.0,United Kingdom,Friday,January
13405.0,United Kingdom,Monday,January
16043.0,United Kingdom,Friday,December
15812.0,United Kingdom,Monday,August
13837.0,United Kingdom,Monday,December
17118.0,United Kingdom,Wednesday,January
14233.0,United Kingdom,Friday,December
17075.0,United Kingdom,Thursday,February
16714.0,United Kingdom,Wednesday,January
15661.0,United Kingdom,Wednesday,January
17027.0,United Kingdom,Monday,February
17786.0,United Kingdom,Thursday,January
12591.0,Italy,Wednesday,January
16124.0,United Kingdom,Wednesday,January
16409.0,United Kingdom,Friday,December
13754.0,United Kingdom,Monday,January
15227.0,United Kingdom,Friday,August
12997.0,United Kingdom,Friday,April
16918.0,United Kingdom,Friday,January
16882.0,United Kingdom,Sunday,April
16496.0,United Kingdom,Monday,January
17311.0,United Kingdom,Thursday,January
15910.0,United Kingdom,Friday,February
16949.0,United Kingdom,Sunday,January
14970.0,United Kingdom,Monday,February
12645.0,Germany,Monday,April
12468.0,Germany,Friday,January
14738.0,United Kingdom,Friday,December
17540.0,United Kingdom,Thursday,January
14239.0,United Kingdom,Monday,February
18125.0,United Kingdom,Sunday,February
13328.0,United Kingdom,Thursday,January
15549.0,United Kingdom,Friday,January
15864.0,United Kingdom,Sunday,April
14662.0,United Kingdom,Friday,April
17180.0,United Kingdom,Friday,December
15057.0,United Kingdom,Friday,January
12574.0,France,Friday,January
13330.0,United Kingdom,Friday,August
13552.0,United Kingdom,Friday,April
12853.0,United Kingdom,Friday,April
13538.0,United Kingdom,Friday,January
14659.0,United Kingdom,Friday,April
13141.0,United Kingdom,Friday,April
15365.0,United Kingdom,Friday,April
13707.0,United Kingdom,Friday,January
17329.0,United Kingdom,Friday,January
14532.0,United Kingdom,Sunday,April
14805.0,United Kingdom,Monday,January
16897.0,United Kingdom,Sunday,January
15579.0,United Kingdom,Sunday,February
14595.0,United Kingdom,Friday,January
13161.0,United Kingdom,Sunday,January
15415.0,United Kingdom,Sunday,January
17431.0,United Kingdom,Sunday,January
17463.0,United Kingdom,Friday,April
12528.0,Germany,Monday,August
17239.0,United Kingdom,Monday,January
15448.0,United Kingdom,Monday,January
17314.0,United Kingdom,Friday,December
17373.0,United Kingdom,Monday,January
14467.0,United Kingdom,Monday,January
14776.0,United Kingdom,Friday,April
16403.0,United Kingdom,Monday,January
16407.0,United Kingdom,Friday,August
17619.0,United Kingdom,Monday,January
12778.0,Netherlands,Friday,January
17256.0,United Kingdom,Monday,August
17604.0,United Kingdom,Monday,January
14006.0,United Kingdom,Monday,August
13600.0,United Kingdom,Monday,January
15058.0,United Kingdom,Friday,February
17147.0,United Kingdom,Sunday,January
13881.0,United Kingdom,Friday,April
16570.0,United Kingdom,Friday,April
16612.0,United Kingdom,Monday,December
17356.0,United Kingdom,Sunday,January
12836.0,United Kingdom,Monday,April
13939.0,United Kingdom,Sunday,August
13494.0,United Kingdom,Sunday,January
13802.0,United Kingdom,Sunday,January
12929.0,United Kingdom,Sunday,January
16419.0,United Kingdom,Friday,August
17035.0,United Kingdom,Sunday,August
15203.0,United Kingdom,Friday,August
16515.0,United Kingdom,Friday,December
12373.0,Austria,Sunday,January
18202.0,United Kingdom,Sunday,January
12775.0,Netherlands,Friday,January
14549.0,United Kingdom,Sunday,January
15981.0,United Kingdom,Friday,December
17376.0,United Kingdom,Friday,January
13110.0,United Kingdom,Monday,August
12676.0,Sweden,Friday,August
14665.0,United Kingdom,Monday,February
14457.0,United Kingdom,Wednesday,February
15589.0,United Kingdom,Tuesday,February
14411.0,United Kingdom,Wednesday,February
17560.0,United Kingdom,Sunday,February
15226.0,United Kingdom,Wednesday,February
14460.0,United Kingdom,Sunday,August
16156.0,United Kingdom,Friday,February
13728.0,United Kingdom,Friday,August
14127.0,United Kingdom,Monday,February
16378.0,United Kingdom,Saturday,February
13894.0,United Kingdom,Wednesday,February
13824.0,United Kingdom,Friday,December
18250.0,United Kingdom,Wednesday,February
15270.0,United Kingdom,Friday,April
14188.0,United Kingdom,Monday,August
15421.0,United Kingdom,Friday,August
17446.0,United Kingdom,Thursday,February
12414.0,Austria,Sunday,April
14798.0,United Kingdom,Monday,February
12990.0,United Kingdom,Thursday,August
12350.0,Norway,Wednesday,February
16405.0,United Kingdom,Sunday,February
17071.0,United Kingdom,Friday,April
13873.0,United Kingdom,Thursday,December
17362.0,United Kingdom,Thursday,April
12502.0,Spain,Friday,April
16030.0,United Kingdom,Wednesday,March
14044.0,United Kingdom,Sunday,August
13800.0,United Kingdom,Wednesday,March
12464.0,Belgium,Monday,February
13581.0,United Kingdom,Wednesday,March
14540.0,United Kingdom,Sunday,March
16997.0,United Kingdom,Thursday,February
14497.0,United Kingdom,Wednesday,March
17507.0,United Kingdom,Wednesday,March
13208.0,United Kingdom,Saturday,April
17334.0,United Kingdom,Saturday,April
16938.0,United Kingdom,Monday,April
12754.0,Japan,Saturday,April
12410.0,Switzerland,Saturday,April
17929.0,United Kingdom,Saturday,April
14778.0,United Kingdom,Friday,April
17517.0,United Kingdom,Saturday,April
17226.0,United Kingdom,Saturday,April
13725.0,United Kingdom,Friday,April
13309.0,United Kingdom,Friday,April
12842.0,United Kingdom,Friday,April
16109.0,United Kingdom,Saturday,April
15090.0,United Kingdom,Saturday,April
15199.0,United Kingdom,Monday,April
13911.0,United Kingdom,Friday,April
14842.0,United Kingdom,Monday,April
13584.0,United Kingdom,Thursday,June
17105.0,United Kingdom,Monday,June
14438.0,United Kingdom,Thursday,June
12956.0,United Kingdom,Thursday,June
15781.0,United Kingdom,Monday,July
14600.0,United Kingdom,Saturday,July
17302.0,United Kingdom,Friday,July
13955.0,United Kingdom,Saturday,August
17162.0,United Kingdom,Friday,August
17774.0,United Kingdom,Monday,April
13809.0,Cyprus,Saturday,July
15407.0,United Kingdom,Saturday,January
15577.0,United Kingdom,Monday,July
16332.0,United Kingdom,Friday,January
14475.0,United Kingdom,Monday,August
17859.0,United Kingdom,Tuesday,August
12576.0,Poland,Monday,April
12599.0,France,Monday,August
13133.0,United Kingdom,Thursday,August
17881.0,United Kingdom,Tuesday,August
15843.0,United Kingdom,Friday,September
17083.0,United Kingdom,Friday,August
15970.0,United Kingdom,Friday,September
13590.0,United Kingdom,Friday,April
17537.0,United Kingdom,Friday,October
12401.0,Belgium,Friday,September
12462.0,Spain,Friday,November
17843.0,United Kingdom,Friday,September
13706.0,United Kingdom,Sunday,October
14431.0,United Kingdom,Sunday,October
15809.0,United Kingdom,Monday,March
12561.0,Germany,Sunday,October
14465.0,United Kingdom,Monday,July
18093.0,United Kingdom,Sunday,November
12857.0,United Kingdom,Friday,May
16425.0,United Kingdom,Sunday,October
16842.0,United Kingdom,Sunday,August
15796.0,United Kingdom,Friday,August
14555.0,United Kingdom,Sunday,October
15133.0,United Kingdom,Friday,April
17705.0,United Kingdom,Friday,August
12897.0,United Kingdom,Thursday,May
17512.0,United Kingdom,Monday,August
15550.0,United Kingdom,Thursday,August
18159.0,United Kingdom,Wednesday,November
13875.0,United Kingdom,Friday,August
15406.0,United Kingdom,Thursday,August
17282.0,United Kingdom,Sunday,February
16434.0,United Kingdom,Saturday,April
17050.0,United Kingdom,Friday,April
13171.0,United Kingdom,Friday,February
17472.0,United Kingdom,Sunday,February
17255.0,United Kingdom,Sunday,February
16084.0,United Kingdom,Sunday,February
17667.0,United Kingdom,Friday,April
12507.0,Spain,Monday,February
14631.0,United Kingdom,Monday,April
13381.0,United Kingdom,Friday,August
15236.0,United Kingdom,Monday,February
13475.0,United Kingdom,Monday,February
17829.0,United Arab Emirates,Monday,February
13717.0,United Kingdom,Friday,April
13157.0,United Kingdom,Friday,December
14644.0,United Kingdom,Monday,February
12993.0,United Kingdom,Monday,February
12989.0,United Kingdom,Friday,April
17571.0,United Kingdom,Monday,February
16979.0,United Kingdom,Friday,February
16738.0,United Kingdom,Tuesday,February
15122.0,United Kingdom,Thursday,August
17348.0,United Kingdom,Friday,April
13893.0,United Kingdom,Tuesday,February
14035.0,United Kingdom,Friday,August
13623.0,United Kingdom,Friday,February
14346.0,United Kingdom,Tuesday,February
16431.0,United Kingdom,Tuesday,February
12616.0,France,Monday,February
16317.0,United Kingdom,Friday,December
14760.0,United Kingdom,Tuesday,February
14897.0,United Kingdom,Friday,December
13750.0,United Kingdom,Monday,February
15810.0,United Kingdom,Thursday,April
16509.0,United Kingdom,Wednesday,February
14386.0,United Kingdom,Wednesday,February
12455.0,Cyprus,Friday,April
14530.0,United Kingdom,Monday,February
15670.0,United Kingdom,Wednesday,February
12653.0,Israel,Thursday,February
12352.0,Norway,Friday,February
12372.0,Denmark,Saturday,February
16494.0,United Kingdom,Wednesday,February
14959.0,United Kingdom,Friday,August
17422.0,United Kingdom,Saturday,December
17175.0,United Kingdom,Thursday,December
18257.0,United Kingdom,Friday,August
13718.0,United Kingdom,Monday,February
14754.0,United Kingdom,Thursday,February
12500.0,Germany,Friday,February
13151.0,United Kingdom,Thursday,February
12654.0,Germany,Friday,February
13085.0,United Kingdom,Saturday,February
15903.0,United Kingdom,Friday,April
15785.0,United Kingdom,Monday,February
18138.0,United Kingdom,Thursday,February
14379.0,United Kingdom,Thursday,February
14211.0,United Kingdom,Friday,April
14371.0,United Kingdom,Thursday,February
13425.0,United Kingdom,Friday,August
12852.0,United Kingdom,Friday,February
15228.0,United Kingdom,Friday,April
13489.0,United Kingdom,Friday,August
13904.0,United Kingdom,Friday,February
15755.0,United Kingdom,Friday,April
13932.0,United Kingdom,Friday,February
14101.0,United Kingdom,Friday,February
13799.0,United Kingdom,Friday,August
13951.0,United Kingdom,Friday,April
16566.0,United Kingdom,Friday,February
16466.0,United Kingdom,Saturday,August
16115.0,United Kingdom,Saturday,August
14162.0,United Kingdom,Sunday,February
13301.0,United Kingdom,Sunday,April
14803.0,United Kingdom,Saturday,February
13744.0,United Kingdom,Monday,February
12988.0,United Kingdom,Sunday,February
17323.0,United Kingdom,Friday,August
12707.0,France,Monday,February
18094.0,United Kingdom,Friday,April
15129.0,United Kingdom,Friday,February
17361.0,United Kingdom,Friday,February
18155.0,United Kingdom,Monday,February
13477.0,United Kingdom,Friday,December
15065.0,United Kingdom,Friday,April
16980.0,United Kingdom,Monday,February
12365.0,Cyprus,Monday,February
13410.0,United Kingdom,Monday,February
13044.0,United Kingdom,Monday,February
16441.0,United Kingdom,Monday,February
16014.0,United Kingdom,Friday,February
17994.0,United Kingdom,Saturday,February
13038.0,United Kingdom,Tuesday,February
17002.0,United Kingdom,Friday,August
15722.0,United Kingdom,Friday,April
16349.0,United Kingdom,Tuesday,February
16913.0,United Kingdom,Tuesday,February
17442.0,United Kingdom,Friday,February
18114.0,United Kingdom,Tuesday,February
15303.0,United Kingdom,Tuesday,February
12845.0,United Kingdom,Tuesday,February
18188.0,United Kingdom,Friday,February
16045.0,United Kingdom,Thursday,August
16573.0,United Kingdom,Friday,February
18196.0,United Kingdom,Monday,February
13285.0,United Kingdom,Friday,April
13184.0,United Kingdom,Friday,April
18151.0,United Kingdom,Thursday,February
13804.0,United Kingdom,Saturday,April
17499.0,United Kingdom,Wednesday,February
15397.0,United Kingdom,Wednesday,February
14276.0,United Kingdom,Tuesday,December
13453.0,United Kingdom,Monday,February
16394.0,United Kingdom,Friday,February
17711.0,United Kingdom,Tuesday,February
13865.0,United Kingdom,Monday,December
14289.0,United Kingdom,Sunday,December
16208.0,United Kingdom,Wednesday,February
17063.0,United Kingdom,Friday,February
13149.0,United Kingdom,Friday,August
15932.0,United Kingdom,Friday,August
17171.0,United Kingdom,Wednesday,February
18231.0,United Kingdom,Monday,April
14004.0,United Kingdom,Friday,April
14513.0,United Kingdom,Thursday,February
15974.0,United Kingdom,Friday,August
17830.0,United Kingdom,Friday,August
12565.0,Saudi Arabia,Thursday,February
12582.0,Finland,Friday,April
14231.0,United Kingdom,Thursday,April
14880.0,United Kingdom,Friday,February
13118.0,United Kingdom,Sunday,February
15121.0,United Kingdom,Thursday,February
17117.0,United Kingdom,Thursday,February
12945.0,United Kingdom,Thursday,February
18056.0,United Kingdom,Thursday,February
16072.0,United Kingdom,Thursday,February
16838.0,United Kingdom,Thursday,February
15543.0,United Kingdom,Thursday,February
13751.0,United Kingdom,Thursday,February
15847.0,United Kingdom,Thursday,February
13851.0,United Kingdom,Monday,February
13501.0,Switzerland,Thursday,February
12633.0,Germany,Friday,December
13345.0,United Kingdom,Friday,February
13870.0,United Kingdom,Friday,August
17034.0,United Kingdom,Friday,February
15712.0,United Kingdom,Friday,August
13362.0,United Kingdom,Friday,August
14470.0,United Kingdom,Friday,February
16841.0,United Kingdom,Friday,February
13753.0,United Kingdom,Friday,February
13666.0,United Kingdom,Friday,February
12361.0,Belgium,Friday,February
14481.0,United Kingdom,Friday,February
13792.0,United Kingdom,Friday,April
17663.0,United Kingdom,Friday,April
13973.0,United Kingdom,Friday,February
15990.0,United Kingdom,Friday,February
13493.0,Switzerland,Friday,February
13684.0,United Kingdom,Sunday,February
13261.0,United Kingdom,Sunday,February
16598.0,United Kingdom,Sunday,February
14147.0,United Kingdom,Sunday,February
15951.0,United Kingdom,Sunday,February
13971.0,United Kingdom,Monday,August
17516.0,United Kingdom,Sunday,December
13630.0,United Kingdom,Friday,April
14157.0,United Kingdom,Sunday,February
13636.0,United Kingdom,Friday,February
13610.0,United Kingdom,Friday,August
14745.0,United Kingdom,Friday,August
12781.0,Czech Republic,Monday,February
14036.0,United Kingdom,Monday,February
14616.0,United Kingdom,Monday,February
16057.0,United Kingdom,Monday,April
16992.0,United Kingdom,Friday,February
15724.0,United Kingdom,Monday,February
12458.0,Switzerland,Monday,February
12598.0,France,Friday,February
13675.0,United Kingdom,Monday,February
14227.0,United Kingdom,Friday,April
16668.0,United Kingdom,Monday,August
16667.0,United Kingdom,Monday,February
13509.0,United Kingdom,Monday,February
16339.0,United Kingdom,Monday,February
12509.0,France,Monday,February
14046.0,United Kingdom,Monday,February
13292.0,United Kingdom,Monday,February
16427.0,United Kingdom,Monday,February
15656.0,United Kingdom,Monday,February
12811.0,Portugal,Monday,February
16518.0,United Kingdom,Monday,February
17165.0,United Kingdom,Monday,February
17462.0,United Kingdom,Monday,February
14620.0,United Kingdom,Monday,January
14740.0,United Kingdom,Monday,April
16078.0,United Kingdom,Monday,January
16915.0,United Kingdom,Friday,January
15709.0,United Kingdom,Monday,January
15241.0,United Kingdom,Friday,April
15092.0,United Kingdom,Friday,August
15319.0,United Kingdom,Monday,January
16212.0,United Kingdom,Monday,January
15257.0,United Kingdom,Monday,January
14656.0,United Kingdom,Monday,January
13884.0,United Kingdom,Monday,February
12866.0,Belgium,Monday,January
13166.0,United Kingdom,Monday,January
16389.0,United Kingdom,Monday,January
15416.0,United Kingdom,Friday,April
15733.0,United Kingdom,Thursday,February
12834.0,United Kingdom,Thursday,February
14934.0,Channel Islands,Monday,February
15067.0,United Kingdom,Thursday,February
16128.0,United Kingdom,Friday,February
17770.0,United Kingdom,Saturday,February
15104.0,United Kingdom,Friday,February
15643.0,United Kingdom,Thursday,February
16792.0,United Kingdom,Thursday,February
15031.0,United Kingdom,Sunday,August
15636.0,United Kingdom,Thursday,February
17738.0,United Kingdom,Sunday,February
16957.0,United Kingdom,Thursday,April
16571.0,United Kingdom,Sunday,June
15087.0,United Kingdom,Thursday,March
16709.0,United Kingdom,Friday,August
17856.0,United Kingdom,Thursday,April
15053.0,United Kingdom,Thursday,June
18218.0,United Kingdom,Monday,December
16159.0,United Kingdom,Thursday,March
17995.0,United Kingdom,Thursday,March
17374.0,United Kingdom,Thursday,March
17789.0,United Kingdom,Thursday,March
13476.0,United Kingdom,Thursday,June
12817.0,Austria,Thursday,March
15393.0,United Kingdom,Thursday,March
13014.0,United Kingdom,Friday,August
17508.0,Greece,Sunday,April
13931.0,United Kingdom,Monday,April
12541.0,Spain,Sunday,April
13382.0,United Kingdom,Sunday,April
15220.0,United Kingdom,Friday,April
14570.0,United Kingdom,Sunday,April
14447.0,United Kingdom,Friday,April
13557.0,United Kingdom,Friday,April
16449.0,United Kingdom,Sunday,April
12755.0,Japan,Sunday,April
12547.0,Spain,Sunday,April
17325.0,United Kingdom,Sunday,April
14995.0,United Kingdom,Sunday,April
16414.0,United Kingdom,Friday,April
15681.0,United Kingdom,Friday,April
14670.0,United Kingdom,Sunday,April
15675.0,United Kingdom,Monday,April
12584.0,Italy,Sunday,April
17535.0,United Kingdom,Sunday,April
15400.0,United Kingdom,Friday,August
14499.0,United Kingdom,Friday,July
18211.0,United Kingdom,Friday,July
14504.0,United Kingdom,Friday,June
15572.0,United Kingdom,Friday,August
14247.0,United Kingdom,Friday,June
15554.0,United Kingdom,Sunday,July
14915.0,United Kingdom,Friday,July
18280.0,United Kingdom,Sunday,July
16136.0,United Kingdom,Friday,July
12614.0,Germany,Sunday,July
13344.0,United Kingdom,Sunday,July
16621.0,United Kingdom,Friday,August
17381.0,United Kingdom,Friday,July
16225.0,United Kingdom,Sunday,July
14214.0,United Kingdom,Sunday,July
14012.0,United Kingdom,Sunday,July
16356.0,United Kingdom,Sunday,April
17654.0,United Kingdom,Sunday,July
15026.0,United Kingdom,Sunday,April
16517.0,United Kingdom,Sunday,July
14817.0,United Kingdom,Monday,July
17092.0,United Kingdom,Sunday,July
16242.0,United Kingdom,Monday,April
15869.0,United Kingdom,Sunday,July
17817.0,United Kingdom,Sunday,July
15234.0,United Kingdom,Wednesday,August
15806.0,United Kingdom,Monday,August
15819.0,United Kingdom,Friday,August
14586.0,United Kingdom,Wednesday,August
15944.0,United Kingdom,Wednesday,August
13340.0,United Kingdom,Sunday,August
16917.0,United Kingdom,Wednesday,August
14407.0,United Kingdom,Friday,August
13908.0,United Kingdom,Monday,August
12623.0,Germany,Wednesday,August
17639.0,United Kingdom,Wednesday,August
16495.0,United Kingdom,Sunday,August
14336.0,United Kingdom,Tuesday,April
14507.0,United Kingdom,Friday,August
12759.0,Netherlands,Saturday,June
15206.0,United Kingdom,Saturday,January
14013.0,United Kingdom,Saturday,August
14645.0,United Kingdom,Saturday,June
15071.0,United Kingdom,Saturday,July
14112.0,United Kingdom,Friday,January
17864.0,United Kingdom,Saturday,November
12881.0,United Kingdom,Saturday,September
17138.0,United Kingdom,Saturday,September
16572.0,United Kingdom,Friday,April
14165.0,United Kingdom,Saturday,September
15632.0,United Kingdom,Monday,April
13899.0,United Kingdom,Monday,November
16471.0,United Kingdom,Monday,October
15838.0,United Kingdom,Friday,June
18183.0,United Kingdom,Monday,April
18173.0,United Kingdom,Monday,April
14854.0,United Kingdom,Friday,April
16625.0,United Kingdom,Monday,October
14064.0,United Kingdom,Monday,August
15308.0,United Kingdom,Monday,October
18086.0,United Kingdom,Monday,October
14930.0,Channel Islands,Monday,August
16080.0,United Kingdom,Monday,October
14727.0,United Kingdom,Monday,October
16778.0,United Kingdom,Monday,October
14077.0,United Kingdom,Monday,April
16808.0,United Kingdom,Monday,January
16475.0,United Kingdom,Thursday,July
13265.0,United Kingdom,Friday,August
12520.0,Germany,Friday,July
15049.0,United Kingdom,Thursday,November
18149.0,United Kingdom,Friday,August
13654.0,United Kingdom,Friday,July
17164.0,United Kingdom,Monday,July
13226.0,United Kingdom,Thursday,November
13043.0,United Kingdom,Thursday,November
14352.0,United Kingdom,Saturday,April
17351.0,United Kingdom,Friday,June
16768.0,United Kingdom,Sunday,August
16693.0,United Kingdom,Sunday,February
13956.0,United Kingdom,Sunday,April
13708.0,United Kingdom,Sunday,March
15918.0,United Kingdom,Sunday,February
15671.0,United Kingdom,Friday,June
14962.0,United Kingdom,Monday,March
16807.0,United Kingdom,Friday,August
15125.0,United Kingdom,Monday,August
16871.0,United Kingdom,Friday,March
12901.0,United Kingdom,Friday,April
15493.0,United Kingdom,Monday,April
16005.0,United Kingdom,Monday,March
15971.0,United Kingdom,Friday,August
15388.0,Canada,Monday,March
16804.0,United Kingdom,Monday,March
13499.0,United Kingdom,Thursday,April
15047.0,United Kingdom,Tuesday,March
14193.0,United Kingdom,Thursday,March
17542.0,United Kingdom,Tuesday,March
16392.0,United Kingdom,Tuesday,March
15106.0,United Kingdom,Monday,December
16214.0,United Kingdom,Tuesday,January
13716.0,United Kingdom,Tuesday,March
14226.0,United Kingdom,Friday,March
13121.0,United Kingdom,Tuesday,March
12994.0,United Kingdom,Thursday,March
16152.0,United Kingdom,Wednesday,March
14636.0,United Kingdom,Friday,March
16040.0,United Kingdom,Thursday,July
13358.0,United Kingdom,Wednesday,March
12849.0,United Kingdom,Thursday,August
15182.0,United Kingdom,Sunday,August
13299.0,United Kingdom,Wednesday,March
16383.0,United Kingdom,Monday,March
15381.0,United Kingdom,Wednesday,March
15030.0,United Kingdom,Wednesday,March
12435.0,Denmark,Thursday,March
12955.0,United Kingdom,Friday,April
18189.0,United Kingdom,Friday,March
13946.0,United Kingdom,Sunday,March
13185.0,United Kingdom,Thursday,March
14840.0,United Kingdom,Thursday,March
13216.0,United Kingdom,Thursday,March
13650.0,United Kingdom,Friday,April
13533.0,United Kingdom,Thursday,March
13104.0,United Kingdom,Monday,June
15433.0,United Kingdom,Thursday,March
12937.0,United Kingdom,Thursday,March
16216.0,United Kingdom,Thursday,March
12514.0,Italy,Thursday,March
18210.0,United Kingdom,Friday,August
13631.0,United Kingdom,Sunday,January
14422.0,United Kingdom,Friday,June
17725.0,United Kingdom,Friday,April
13072.0,United Kingdom,Friday,March
15695.0,United Kingdom,Friday,March
14110.0,United Kingdom,Friday,April
16716.0,United Kingdom,Friday,March
14059.0,United Kingdom,Friday,March
16511.0,United Kingdom,Friday,July
16256.0,United Kingdom,Friday,March
13591.0,United Kingdom,Friday,June
14066.0,United Kingdom,Friday,March
15483.0,United Kingdom,Friday,January
16626.0,United Kingdom,Friday,April
15019.0,United Kingdom,Friday,March
14315.0,United Kingdom,Friday,August
17921.0,United Kingdom,Friday,July
14041.0,United Kingdom,Friday,March
17060.0,United Kingdom,Friday,March
16023.0,United Kingdom,Friday,March
17133.0,United Kingdom,Friday,July
12878.0,United Kingdom,Friday,April
14155.0,United Kingdom,Friday,March
17043.0,United Kingdom,Friday,July
13046.0,United Kingdom,Friday,March
14633.0,United Kingdom,Friday,March
12948.0,United Kingdom,Friday,August
15703.0,United Kingdom,Sunday,March
17134.0,United Kingdom,Sunday,August
17795.0,United Kingdom,Monday,June
12902.0,United Kingdom,Sunday,March
14232.0,United Kingdom,Friday,August
14693.0,United Kingdom,Sunday,March
12407.0,Belgium,Friday,April
16728.0,United Kingdom,Monday,April
16096.0,United Kingdom,Sunday,March
13592.0,United Kingdom,Monday,April
15140.0,United Kingdom,Sunday,April
12843.0,United Kingdom,Friday,June
14408.0,United Kingdom,Friday,April
15408.0,United Kingdom,Sunday,March
15445.0,United Kingdom,Sunday,March
15452.0,United Kingdom,Sunday,March
14223.0,United Kingdom,Saturday,August
16619.0,United Kingdom,Monday,March
14762.0,United Kingdom,Monday,March
13934.0,United Kingdom,Monday,March
15669.0,United Kingdom,Monday,August
16384.0,United Kingdom,Monday,March
18224.0,United Kingdom,Monday,March
14245.0,United Kingdom,Monday,April
17678.0,United Kingdom,Monday,March
15855.0,United Kingdom,Monday,April
16036.0,United Kingdom,Monday,March
17763.0,United Kingdom,Monday,March
13262.0,United Kingdom,Monday,March
17152.0,United Kingdom,Monday,March
14632.0,United Kingdom,Tuesday,March
13900.0,United Kingdom,Tuesday,March
14875.0,United Kingdom,Tuesday,August
15132.0,United Kingdom,Friday,August
17272.0,United Kingdom,Monday,March
16135.0,United Kingdom,Tuesday,March
12831.0,United Kingdom,Tuesday,March
15437.0,United Kingdom,Tuesday,March
14377.0,United Kingdom,Thursday,January
16374.0,United Kingdom,Sunday,April
13196.0,United Kingdom,Friday,March
16809.0,United Kingdom,Saturday,July
15457.0,United Kingdom,Tuesday,March
16721.0,United Kingdom,Tuesday,March
12399.0,Belgium,Thursday,December
17733.0,United Kingdom,Tuesday,January
15410.0,United Kingdom,Friday,April
13239.0,United Kingdom,Wednesday,March
15449.0,United Kingdom,Sunday,July
14870.0,United Kingdom,Wednesday,March
13821.0,United Kingdom,Monday,July
17096.0,United Kingdom,Saturday,December
12818.0,Austria,Wednesday,March
12604.0,France,Wednesday,March
18191.0,United Kingdom,Wednesday,March
14461.0,United Kingdom,Thursday,July
13132.0,United Kingdom,Wednesday,March
16859.0,United Kingdom,Monday,July
15245.0,United Kingdom,Friday,July
17486.0,United Kingdom,Wednesday,March
12564.0,France,Wednesday,March
15644.0,United Kingdom,Monday,June
14075.0,United Kingdom,Sunday,March
17250.0,United Kingdom,Sunday,June
14129.0,United Kingdom,Friday,August
